,discount,price,no of items,location,segment,sub-class,delivery type,profit
411,0.0,55.48,1,West,Corporate,phone,Standard Class,26.6304
412,0.0,8.96,2,South,Consumer,shorts,First Class,2.7776
413,0.0,629.95,5,South,Corporate,colddrinks,Standard Class,163.787
414,0.0,299.97,3,West,Corporate,chocolates,Second Class,131.9868
415,0.2,65.568,2,West,Corporate,headset,Second Class,23.7684
416,0.4,154.764,3,East,Home Office,hoodies,First Class,-36.1116
417,0.0,12.96,2,West,Consumer,phone,Standard Class,6.2208
418,0.0,17.94,3,East,Home Office,phone,Standard Class,8.7906
419,0.2,21.168000000000003,9,East,Consumer,television,Standard Class,2.3814
420,0.7,3.282,2,East,Consumer,headset,Standard Class,-2.6256
421,0.0,44.95,1,South,Consumer,colddrinks,Standard Class,12.585999999999999
422,0.0,135.98,2,South,Consumer,colddrinks,Standard Class,33.995
423,0.8,18.24,3,Central,Consumer,headset,Second Class,-31.008000000000003
424,0.2,4.832,1,Central,Consumer,phone,Second Class,1.6308
425,0.3,107.772,2,Central,Consumer,tshirts,Second Class,-29.2524
426,0.2,56.06399999999999,6,Central,Consumer,watch,Second Class,21.024
427,0.0,245.88,6,East,Home Office,battery,Standard Class,68.8464
428,0.4,55.188,2,East,Consumer,colddrinks,Standard Class,-10.1178
429,0.2,10.368,2,Central,Corporate,phone,Second Class,3.6288
430,0.0,31.84,8,West,Home Office,television,Standard Class,10.5072
431,0.0,617.97,3,South,Corporate,colddrinks,Standard Class,173.0316
432,0.0,2715.93,7,South,Corporate,headset,Standard Class,1276.4871
433,0.2,66.96,5,Central,Corporate,laptop,Second Class,-13.392000000000001
434,0.2,20.784000000000002,2,Central,Corporate,chocolates,Second Class,-3.6372
435,0.2,17.96,5,East,Consumer,headset,Standard Class,5.837000000000001
436,0.6,10.332,3,Central,Corporate,shorts,Second Class,-5.9409
437,0.0,139.86,7,East,Corporate,shorts,Second Class,60.1398
438,0.0,38.52,9,East,Corporate,television,Second Class,11.9412
439,0.0,33.28,4,East,Corporate,battery,Second Class,9.3184
440,0.0,34.2,5,South,Consumer,charger,First Class,9.234
441,0.0,57.42,9,Central,Consumer,headset,Standard Class,26.4132
442,0.2,3.984,1,Central,Consumer,phone,Second Class,1.4442
443,0.2,15.936,4,East,Consumer,phone,Second Class,5.7768
444,0.0,447.86,7,East,Home Office,headset,Standard Class,219.4514
445,0.0,5.04,2,East,Consumer,charger,Standard Class,0.1512
446,0.2,83.984,2,West,Corporate,colddrinks,Standard Class,31.494
447,0.0,116.28,3,East,Consumer,phone,Standard Class,56.9772
448,0.0,113.73,3,South,Consumer,colddrinks,Standard Class,32.9817
449,0.2,149.232,3,East,Consumer,shorts,Second Class,3.7308
450,0.0,659.97,3,South,Consumer,colddrinks,Standard Class,197.99099999999999
451,0.2,719.9760000000001,3,Central,Corporate,fastfood,Standard Class,134.9955
452,0.0,39.96,4,East,Corporate,phone,First Class,17.982
453,0.0,235.95,3,East,Corporate,battery,First Class,77.8635
454,0.0,464.0,5,East,Corporate,colddrinks,First Class,134.56
455,0.2,25.584,2,East,Corporate,headset,First Class,8.9544
456,0.2,70.368,4,East,Consumer,headset,Standard Class,26.388
457,0.5,355.455,3,Central,Consumer,hoodies,Standard Class,-184.8366
458,0.0,13.62,3,South,Corporate,phone,Standard Class,6.129
459,0.2,136.96,4,West,Consumer,headset,Standard Class,51.36
460,0.0,27.6,4,West,Corporate,chocolates,Standard Class,2.208
461,0.0,208.16,1,East,Consumer,battery,Standard Class,56.2032
462,0.2,57.408,6,West,Corporate,colddrinks,Standard Class,5.7408
463,0.2,1113.504,12,West,Consumer,colddrinks,Second Class,125.2692
464,0.0,359.32,4,West,Corporate,laptop,Same Day,7.1864
465,0.2,567.12,10,West,Corporate,hoodies,Same Day,-28.355999999999998
466,0.2,13.392000000000001,3,Central,Consumer,television,Standard Class,3.1806
467,0.3,359.772,2,Central,Consumer,tshirts,Standard Class,-5.1396
468,0.2,102.624,3,Central,Consumer,laptop,Standard Class,7.6968
469,0.0,48.4,5,West,Home Office,phone,First Class,23.232
470,0.2,225.296,2,West,Consumer,tshirts,Standard Class,22.5296
471,0.2,201.584,2,West,Corporate,colddrinks,Standard Class,20.1584
472,0.15,290.666,2,West,Corporate,pants,Standard Class,27.3568
473,0.0,14.62,2,East,Consumer,phone,Standard Class,6.7252
474,0.6,29.32,2,Central,Consumer,shorts,Standard Class,-24.189
475,0.8,75.6,2,Central,Consumer,battery,Standard Class,-166.32
476,0.8,17.46,6,Central,Consumer,headset,First Class,-30.555
477,0.0,99.99,1,West,Consumer,chocolates,Second Class,37.9962
478,0.4,779.796,2,East,Consumer,colddrinks,Standard Class,-168.9558
479,0.0,56.4,3,West,Consumer,chocolates,Standard Class,3.384
480,0.0,67.8,4,West,Consumer,chocolates,Standard Class,4.0680000000000005
481,0.4,1799.97,5,East,Consumer,fastfood,First Class,239.99599999999998
482,0.0,872.32,4,East,Consumer,tshirts,Standard Class,244.2496
483,0.0,8.64,3,East,Consumer,television,Standard Class,2.5056
484,0.3,194.25,2,East,Consumer,hoodies,Standard Class,-38.85
485,0.0,16.14,3,East,Consumer,headset,Standard Class,7.9086
486,0.0,107.94,6,West,Home Office,television,Standard Class,30.2232
487,0.0,5.78,2,West,Home Office,tablet,Standard Class,2.7166
488,0.2,140.736,8,West,Home Office,headset,Standard Class,52.776
489,0.0,35.44,1,South,Corporate,phone,First Class,16.6568
490,0.0,11.88,2,South,Corporate,headset,First Class,5.346
491,0.2,45.248000000000005,2,Central,Corporate,laptop,Standard Class,3.9592
492,0.3,127.869,3,Central,Consumer,tshirts,First Class,-9.1335
493,0.0,6.56,2,South,Consumer,television,Second Class,1.9024
494,0.0,9.42,3,South,Consumer,phone,Second Class,4.239
495,0.0,57.68,4,West,Corporate,battery,First Class,19.0344
496,0.0,12.18,7,West,Corporate,shorts,First Class,3.8976
497,0.2,5.472,6,Central,Consumer,lighting,First Class,1.8468
498,0.2,37.84,2,Central,Consumer,television,First Class,2.838
499,0.0,27.46,2,East,Consumer,shorts,Same Day,9.8856
500,0.0,46.8,4,Central,Consumer,headset,Standard Class,21.06
501,0.2,10.895999999999999,3,East,Consumer,headset,Standard Class,3.9498
502,0.2,40.176,3,East,Consumer,headset,Standard Class,14.5638
503,0.0,21.56,7,Central,Home Office,tablet,First Class,10.3488
504,0.2,479.98400000000004,2,South,Consumer,fastfood,Second Class,89.99700000000001
505,0.2,26.136,3,East,Consumer,battery,Same Day,1.9602
506,0.0,91.68,3,Central,Home Office,headset,Standard Class,45.84
507,0.0,167.97,3,West,Consumer,chocolates,Standard Class,40.3128
508,0.0,83.25,3,South,Corporate,laptop,Same Day,14.985
509,0.0,24.56,2,South,Consumer,phone,Second Class,11.5432
510,0.0,20.65,5,South,Corporate,tablet,Same Day,9.499
511,0.2,232.88,5,West,Corporate,tshirts,Standard Class,17.465999999999998
512,0.0,9.45,3,South,Corporate,tablet,Same Day,4.5360000000000005
513,0.2,310.88,2,South,Corporate,shorts,Standard Class,23.316
514,0.0,8.0,2,West,Corporate,phone,Standard Class,3.84
515,0.2,279.45599999999996,6,West,Corporate,tshirts,Standard Class,20.9592
516,0.0,149.97,3,West,Consumer,chocolates,Standard Class,52.4895
517,0.7,398.352,8,South,Home Office,headset,First Class,-331.96
518,0.2,7.104,2,South,Home Office,lighting,First Class,2.3976
519,0.3,700.056,3,East,Consumer,hoodies,Standard Class,-130.0104
520,0.0,34.79,7,Central,Consumer,shorts,First Class,10.7849
521,0.8,104.58,9,Central,Home Office,headset,Standard Class,-172.55700000000002
522,0.2,17.472,3,Central,Home Office,phone,Standard Class,5.6784
523,0.3,1212.96,8,Central,Corporate,tshirts,Standard Class,-69.312
524,0.0,35.91,3,East,Corporate,battery,Standard Class,9.6957
525,0.0,55.5,2,West,Consumer,laptop,Second Class,9.99
526,0.2,46.864,2,Central,Consumer,chocolates,Standard Class,7.6154
527,0.0,45.36,7,South,Corporate,phone,Same Day,21.7728
528,0.0,158.13,3,West,Consumer,watch,Standard Class,77.4837
529,0.2,43.6,5,West,Consumer,colddrinks,Standard Class,4.36
530,0.5,349.965,7,East,Consumer,pants,Second Class,-216.9783
531,0.0,39.96,2,West,Consumer,phone,Standard Class,19.1808
532,0.2,1432.0,5,West,Consumer,colddrinks,Standard Class,125.3
533,0.2,22.32,5,East,Consumer,television,Second Class,5.301
534,0.2,256.784,1,West,Consumer,tshirts,Standard Class,32.098
535,0.2,58.111999999999995,2,Central,Consumer,chocolates,Standard Class,7.263999999999999
536,0.2,100.792,1,Central,Consumer,colddrinks,Standard Class,6.2995
537,0.6,66.112,4,Central,Consumer,shorts,Standard Class,-84.2928
538,0.0,41.04,6,West,Consumer,charger,Standard Class,11.0808
539,0.0,1322.93,7,East,Consumer,colddrinks,Standard Class,357.1911
540,0.7,25.164,2,West,Consumer,headset,Same Day,-16.776
541,0.0,3.76,2,East,Consumer,television,Standard Class,1.0904
542,0.0,21.4,5,East,Consumer,television,First Class,6.206
543,0.7,11.088,7,West,Consumer,headset,Same Day,-8.1312
544,0.2,24.896,4,East,Consumer,watch,Standard Class,8.4024
545,0.7,9.006,2,East,Consumer,headset,Standard Class,-7.2048
546,0.2,95.96799999999999,4,East,Consumer,chocolates,Standard Class,28.7904
547,0.7,206.99099999999999,3,East,Consumer,sweets,Standard Class,-172.4925
548,0.2,44.416000000000004,2,East,Consumer,battery,Standard Class,3.8864
549,0.0,617.97,3,East,Consumer,colddrinks,First Class,160.6722
550,0.0,19.65,3,East,Consumer,phone,First Class,9.039
551,0.0,36.84,3,South,Consumer,laptop,Second Class,10.3152
552,0.2,3.984,1,East,Consumer,shorts,Standard Class,0.6474
553,0.0,284.82,1,South,Consumer,colddrinks,Second Class,74.0532
554,0.2,3266.3759999999997,3,West,Consumer,headset,Standard Class,1061.5722
555,0.0,3.52,2,Central,Consumer,television,Standard Class,1.6896
556,0.0,471.9,6,Central,Consumer,battery,Standard Class,155.727
557,0.2,509.48800000000006,7,Central,Consumer,laptop,Standard Class,-127.37200000000001
558,0.4,418.8,2,Central,Consumer,sweets,Standard Class,-97.72
559,0.2,11.648,2,Central,Consumer,phone,Standard Class,4.0768
560,0.2,15.552,3,Central,Consumer,phone,Standard Class,5.4432
561,0.32,193.0656,4,Central,Consumer,pants,Standard Class,-19.8744
562,0.8,3.392,4,Central,Consumer,headset,Standard Class,-5.088
563,0.2,201.584,2,Central,Consumer,colddrinks,Standard Class,20.1584
564,0.2,139.8,5,West,Consumer,colddrinks,Standard Class,12.2325
565,0.2,62.016000000000005,2,Central,Consumer,phone,Second Class,22.4808
566,0.0,17.9,5,West,Consumer,lighting,Standard Class,8.95
567,0.0,6.24,3,West,Consumer,shorts,Standard Class,2.6208
568,0.0,59.7,3,East,Consumer,battery,First Class,26.865
569,0.0,104.01,1,South,Consumer,shorts,Second Class,14.5614
570,0.0,1214.85,3,East,Consumer,colddrinks,Same Day,352.3065
571,0.2,21.311999999999998,6,Central,Corporate,lighting,Standard Class,7.1928
572,0.0,501.81,3,Central,Consumer,laptop,First Class,0.0
573,0.0,65.97,3,East,Consumer,sweets,Standard Class,31.0059
574,0.2,310.688,7,South,Consumer,phone,Same Day,108.7408
575,0.0,6.6,3,East,Consumer,television,Standard Class,2.904
576,0.2,2.688,1,East,Consumer,headset,Standard Class,0.84
577,0.2,25.92,5,Central,Corporate,phone,Standard Class,9.072000000000001
578,0.0,32.4,5,West,Corporate,television,Second Class,10.368
579,0.2,5.247999999999999,4,Central,Consumer,television,First Class,1.64
580,0.2,334.76800000000003,7,East,Consumer,headset,Standard Class,108.7996
581,0.2,13.92,3,East,Consumer,headset,Standard Class,4.872
582,0.2,32.76,7,East,Consumer,television,Standard Class,3.6855
583,0.0,6.08,1,Central,Corporate,lighting,Standard Class,3.04
584,0.2,335.52,4,East,Consumer,phone,Standard Class,117.432
585,0.7,31.086,3,East,Consumer,headset,Standard Class,-22.7964
586,0.3,1228.465,5,East,Consumer,tshirts,Standard Class,0.0
587,0.7,3.168,3,East,Consumer,headset,Standard Class,-2.4288
588,0.0,223.96,4,South,Consumer,chocolates,Standard Class,53.7504
589,0.0,85.98,1,South,Consumer,hoodies,Standard Class,22.3548
590,0.0,161.94,3,Central,Consumer,laptop,First Class,9.7164
591,0.3,170.058,3,East,Consumer,tshirts,Standard Class,-4.8588
592,0.4,82.78200000000001,3,East,Consumer,colddrinks,Standard Class,-15.1767
593,0.3,853.93,5,East,Consumer,tshirts,Standard Class,0.0
594,0.7,8.226,3,West,Consumer,headset,Same Day,-6.0324
595,0.2,86.376,3,East,Consumer,chocolates,Standard Class,1.0797
596,0.2,196.752,6,West,Consumer,chocolates,First Class,56.5662
597,0.2,20.016,9,South,Consumer,television,First Class,1.7514
598,0.2,4.272,2,West,Consumer,shorts,Standard Class,0.9612
599,0.2,447.84,5,West,Corporate,hoodies,First Class,11.196
600,0.2,263.96,5,West,Corporate,colddrinks,Second Class,19.797
601,0.2,71.632,11,West,Corporate,television,Second Class,17.908
602,0.2,9.328,1,West,Corporate,television,Second Class,0.8162
603,0.0,306.2,5,South,Consumer,laptop,Standard Class,0.0
604,0.2,3.1039999999999996,1,South,Consumer,charger,First Class,0.3492
605,0.2,39.552,3,East,Consumer,headset,Standard Class,14.3376
606,0.2,41.472,8,East,Consumer,phone,Standard Class,14.5152
607,0.0,41.4,5,East,Consumer,watch,Standard Class,19.458
608,0.4,991.7639999999999,3,East,Corporate,hoodies,Standard Class,-347.1174
609,0.0,17.14,2,East,Corporate,charger,Standard Class,4.4564
610,0.2,149.54399999999998,9,East,Corporate,headset,Standard Class,50.4711
611,0.0,13.36,2,East,Consumer,television,First Class,4.9432
612,0.0,13.96,2,East,Consumer,shorts,Standard Class,6.7008
613,0.2,353.56800000000004,2,East,Consumer,pants,Standard Class,-44.196000000000005
614,0.0,15.56,4,East,Consumer,battery,Standard Class,4.0456
615,0.0,56.96,2,East,Consumer,shorts,Standard Class,21.0752
616,0.2,16.224,2,East,Home Office,phone,Standard Class,5.8812
617,0.2,132.696,3,Central,Consumer,laptop,First Class,9.9522
618,0.6,61.544,7,Central,Consumer,shorts,First Class,-40.0036
619,0.2,15.936,4,Central,Consumer,tablet,First Class,5.1792
620,0.0,15.28,2,Central,Home Office,watch,Second Class,7.4872
621,0.0,515.88,6,West,Consumer,hoodies,Second Class,113.4936
622,0.8,24.588,3,Central,Consumer,headset,Standard Class,-38.1114
623,0.0,35.0,4,East,Consumer,television,Standard Class,10.5
624,0.0,8.56,2,South,Consumer,television,Standard Class,2.6536
625,0.0,73.32,6,West,Home Office,shorts,Standard Class,21.996
626,0.2,59.808,3,West,Home Office,headset,Standard Class,19.4376
627,0.1,65.52,5,Central,Corporate,battery,Standard Class,12.376
628,0.0,138.56,4,Central,Corporate,headset,Standard Class,66.5088
629,0.0,881.93,7,South,Consumer,colddrinks,Standard Class,229.3018
630,0.0,22.2,6,South,Consumer,shorts,Standard Class,9.102
631,0.0,289.2,6,East,Home Office,television,Standard Class,83.868
632,0.0,45.48,3,East,Home Office,headset,Standard Class,20.9208
633,0.0,25.92,4,Central,Home Office,phone,Second Class,12.4416
634,0.0,1503.25,5,Central,Home Office,battery,Second Class,496.0725
635,0.0,47.88,6,Central,Home Office,phone,Second Class,23.94
636,0.0,166.72,2,Central,Home Office,laptop,Second Class,41.68
637,0.0,2001.86,7,Central,Home Office,tshirts,Second Class,580.5394
638,0.0,239.97,3,South,Consumer,colddrinks,Standard Class,67.1916
639,0.2,13.984000000000002,2,Central,Consumer,watch,Standard Class,4.7196
640,0.0,356.94,2,South,Consumer,laptop,Standard Class,107.08200000000001
641,0.7,1.365,1,South,Consumer,headset,Standard Class,-0.91
642,0.0,7.36,2,West,Consumer,charger,Standard Class,0.1472
643,0.0,23.1,2,West,Consumer,television,Standard Class,10.626
644,0.0,1441.3,7,South,Consumer,hoodies,Second Class,245.021
645,0.0,18.06,7,West,Corporate,television,Second Class,4.6956
646,0.0,79.14,3,West,Corporate,phone,Second Class,36.4044
647,0.0,491.55,5,Central,Corporate,tablet,Second Class,240.8595
648,0.2,70.368,2,Central,Home Office,television,Second Class,6.1572
649,0.0,14.52,3,West,Corporate,television,Standard Class,4.7916
650,0.3,99.91799999999999,2,Central,Corporate,hoodies,Standard Class,-18.5562
651,0.3,797.944,4,Central,Corporate,tshirts,Standard Class,-56.996
652,0.8,8.568,3,Central,Corporate,headset,Standard Class,-14.5656
653,0.2,36.544000000000004,2,Central,Consumer,phone,Same Day,11.8768
654,0.0,647.84,8,Central,Consumer,tshirts,Standard Class,32.391999999999996
655,0.2,100.24,10,Central,Home Office,tablet,Standard Class,33.830999999999996
656,0.0,212.94,3,Central,Home Office,pants,Standard Class,57.4938
657,0.2,63.983999999999995,2,Central,Home Office,chocolates,Second Class,10.3974
658,0.0,37.4,2,West,Corporate,shorts,Second Class,14.212
659,0.2,7.992000000000001,1,Central,Home Office,colddrinks,Second Class,0.5994
660,0.8,12.462,3,Central,Corporate,headset,Second Class,-20.5623
661,0.5,268.935,3,Central,Consumer,hoodies,Second Class,-209.7693
662,0.2,585.552,3,West,Consumer,tshirts,Standard Class,73.194
663,0.2,170.352,3,South,Corporate,tshirts,Standard Class,10.647
664,0.2,68.48,2,East,Consumer,headset,Standard Class,25.68
665,0.0,1676.88,6,East,Consumer,laptop,Standard Class,83.844
666,0.0,48.86,7,West,Consumer,shorts,Standard Class,14.1694
667,0.2,62.016000000000005,2,South,Consumer,phone,Standard Class,22.4808
668,0.2,907.1519999999999,6,West,Consumer,colddrinks,Standard Class,90.7152
669,0.2,18.504,3,West,Consumer,headset,Standard Class,5.7825
670,0.0,114.9,5,West,Consumer,battery,Standard Class,34.47
671,0.2,1706.184,9,West,Consumer,hoodies,Standard Class,85.3092
672,0.2,911.424,4,West,Consumer,colddrinks,Standard Class,68.3568
673,0.0,7.28,4,West,Consumer,television,Standard Class,1.9656
674,0.0,99.2,5,West,Corporate,television,Standard Class,25.791999999999998
675,0.2,801.568,2,West,Corporate,tshirts,Standard Class,50.098
676,0.2,272.848,1,West,Corporate,hoodies,Standard Class,27.2848
677,0.8,4.992,3,Central,Corporate,battery,Standard Class,-12.9792
678,0.2,87.92,5,Central,Corporate,watch,Standard Class,29.673000000000002
679,0.3,657.93,5,Central,Corporate,tshirts,Standard Class,-93.99
680,0.8,1.044,1,Central,Corporate,headset,Standard Class,-1.827
681,0.0,11.52,4,West,Consumer,television,Second Class,3.2256
682,0.0,5.96,2,East,Consumer,television,Standard Class,1.6688
683,0.0,159.98,2,East,Consumer,chocolates,Standard Class,57.5928
684,0.2,717.72,3,West,Consumer,tshirts,Second Class,71.77199999999999
685,0.0,236.5,10,West,Consumer,laptop,Second Class,68.585
686,0.2,170.352,3,West,Consumer,hoodies,Second Class,19.1646
687,0.0,19.68,6,West,Home Office,television,Standard Class,6.4944
688,0.0,35.98,2,Central,Consumer,colddrinks,Standard Class,10.0744
689,0.0,535.41,3,West,Corporate,laptop,First Class,160.623
690,0.0,20.88,2,East,Corporate,headset,Standard Class,9.6048
691,0.0,11.96,2,West,Corporate,phone,First Class,5.8604
692,0.2,26.631999999999998,1,Central,Consumer,laptop,Second Class,1.3316
693,0.0,3.81,1,East,Corporate,headset,Standard Class,1.8288
